NetworkID,Genome,Subgroup
13370,0_SAVB01000011_Sinirhodobacter_ferrireducens_weight,0_AYPZ01000002_Rhodobacter_capsulatus_YW2_weight
13371,0_SBGV01000042_Rhodobacteraceae_bacterium_weight,0_SBGV01000042_Rhodobacteraceae_bacterium_weight
13372,0_SCPE01000001_Alistipes_sp._weight,0_SCPE01000001_Alistipes_sp._weight
13373,0_SCPJ01000001_Phascolarctobacterium_sp._weight,0_QLTS01000001_Phascolarctobacterium_faecium_DSM_14760_weight
13374,0_SCPL01000001_Phascolarctobacterium_sp._weight,0_QLTS01000001_Phascolarctobacterium_faecium_DSM_14760_weight
13375,0_SEBG01001113_Cytophagaceae_bacterium_fragment_weight,0_SEBG01001113_Cytophagaceae_bacterium_fragment_weight
13376,0_SJXE01000020_Corallincola_sp._DASS28_weight,0_SJXE01000020_Corallincola_sp._DASS28_weight
13377,0_SJXE01000021_Corallincola_sp._DASS28_weight,0_SJXE01000021_Corallincola_sp._DASS28_weight
13378,0_SJXE01000022_Corallincola_sp._DASS28_weight,0_SJXE01000022_Corallincola_sp._DASS28_weight
13379,0_SJXE01000023_Corallincola_sp._DASS28_weight,0_SJXE01000023_Corallincola_sp._DASS28_weight
13380,0_SNQI01000008_Gramella_jeungdoensis_weight,0_SNQI01000008_Gramella_jeungdoensis_weight
13381,0_SNQI01000009_Gramella_jeungdoensis_weight,0_SNQI01000009_Gramella_jeungdoensis_weight
13382,0_SNQI01000012_Gramella_jeungdoensis_weight,0_SNQI01000012_Gramella_jeungdoensis_weight
13383,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13384,0_SNQI01000025_Gramella_jeungdoensis_fragment_weight,0_SNQI01000025_Gramella_jeungdoensis_fragment_weight
13385,0_SNQI01000031_Gramella_jeungdoensis_fragment_weight,0_SNQI01000031_Gramella_jeungdoensis_fragment_weight
13386,0_SNQI01000044_Gramella_jeungdoensis_fragment_weight,0_SNQI01000044_Gramella_jeungdoensis_fragment_weight
13387,0_SNQI01000047_Gramella_jeungdoensis_fragment_weight,0_SNQI01000047_Gramella_jeungdoensis_fragment_weight
13388,0_SRHE01000935_Planctomyces_bekefii_fragment_weight,0_SRHE01000935_Planctomyces_bekefii_fragment_weight
13389,0_SSNY01000001_Mesorhizobium_composti_weight,0_CGM_MH572490
13390,0_SUBG01000098_Mesorhizobium_sp._weight,0_CGM_MH572490
13391,0_SUCD01000257_Mesorhizobium_sp._fragment_weight,0_CGM_MH572490
13392,0_SUCD01001083_Mesorhizobium_sp._fragment_weight,0_SUCD01001083_Mesorhizobium_sp._fragment_weight
13393,0_SUCE01000510_Mesorhizobium_sp._fragment_weight,0_CGM_MH572490
13394,0_SUCH01000437_Mesorhizobium_sp._fragment_weight,0_CGM_MH572490
13395,0_SUCO01000005_Mesorhizobium_sp._weight,0_CGM_MH572490
13396,0_SUDJ01000276_Mesorhizobium_sp._fragment_weight,0_SUDJ01000276_Mesorhizobium_sp._fragment_weight
13397,0_SUEX01000019_Mesorhizobium_sp._weight,0_CGM_MH572490
13398,0_SUFB01000030_Mesorhizobium_sp._weight,0_CGM_MH572490
13399,0_SUFE01001294_Mesorhizobium_sp._fragment_weight,0_SUFE01001294_Mesorhizobium_sp._fragment_weight
13400,0_SUFP01000078_Mesorhizobium_sp._weight,0_CGM_MH572490
13401,0_SUHP01000014_Mesorhizobium_sp._weight,0_CGM_MH572490
13402,0_SUHY01000025_Mesorhizobium_sp._weight,0_CGM_MH572490
13403,0_SUIA01001155_Mesorhizobium_sp._fragment_weight,0_CGM_MH572490
13404,0_SUIC01000016_Mesorhizobium_sp._weight,0_CGM_MH572490
13405,0_SUIH01000093_Mesorhizobium_sp._weight,0_CGM_MH572490
13406,0_SUIR01000028_Mesorhizobium_sp._weight,0_CGM_MH572490
13407,0_SUIS01000016_Mesorhizobium_sp._weight,0_CGM_MH572490
13408,0_SUIY01000034_Mesorhizobium_sp._weight,0_CGM_MH572490
13409,0_SUIZ01000017_Mesorhizobium_sp._weight,0_CGM_MH572490
13410,0_SWKE01000015_Agrobacterium_larrymoorei_weight,0_JPYQ01000001_Rhizobium_sp._YS-1r_weight
13411,0_Shukshmavirinae_LSPY01000125,0_Shukshmavirinae_LSPY01000125
13412,0_Shukshmavirinae_LSPY01000125_-weight,0_Shukshmavirinae_LSPY01000125_-weight
13413,0_Shukshmavirinae_LSPY01000141,0_Shukshmavirinae_LSPY01000141
13414,0_Shukshmavirinae_LSPY01000141_-weight,0_Shukshmavirinae_LSPY01000141_-weight
13415,0_Shukshmavirinae_LSPY01000149,0_Shukshmavirinae_LSPY01000149
13416,0_Shukshmavirinae_LSPY01000149_-weight,0_Shukshmavirinae_LSPY01000149_-weight
13417,0_Shukshmavirinae_MG641185,0_Shukshmavirinae_MG641185
13418,0_Shukshmavirinae_MG641185_-weight,0_Shukshmavirinae_MG641185_-weight
13419,0_Shukshmavirinae_NC_026013,0_Shukshmavirinae_NC_026013
13420,0_Shukshmavirinae_NC_026013_-weight,0_Shukshmavirinae_NC_026013_-weight
13421,0_Stokavirinae_KM589499,0_Stokavirinae_KM589499
13422,0_Stokavirinae_KM589499_-weight,0_Stokavirinae_KM589499
13423,0_Stokavirinae_KM589506,0_Stokavirinae_KM589499
13424,0_Stokavirinae_KM589506_-weight,0_Stokavirinae_KM589506_-weight
13425,0_Stokavirinae_KM589507,0_Stokavirinae_KM589499
13426,0_Stokavirinae_KM589507_-weight,0_Stokavirinae_KM589499
13427,0_UARL01000017_Elizabethkingia_meningoseptica_weight,0_CCAB010000112_Elizabethkingia_anophelis_fragment_weight
13428,0_UFSX01000001_Bacteroides_eggerthii_weight,0_Alex_ape_weight
13429,0_UXAW01000089_Xinfangfangia_sp._CIP_111625_weight,0_UXAW01000089_Xinfangfangia_sp._CIP_111625_weight
13430,0_VCHT01000012_Rhizobium_sp._MHM7A_weight,0_JPYQ01000001_Rhizobium_sp._YS-1r_weight
13431,0_VCOW01000045_Pseudomonas_aeruginosa_weight,0_VCOW01000045_Pseudomonas_aeruginosa_weight
13432,0_VJMG01000008_Rhizobium_straminoryzae_weight,0_JPYQ01000001_Rhizobium_sp._YS-1r_weight
13433,0_VTFI01000003_Elizabethkingia_anophelis_weight,0_CCAB010000112_Elizabethkingia_anophelis_fragment_weight
13434,0_VWLE01000092_Bacteroides_ovatus_weight,0_Alex_ape_weight
13435,0_VYQC01000031_Bacteroides_xylanisolvens_weight,0_CP041230_Bacteroides_xylanisolvens_weight
13436,0_WJOL01000002_Rhizobium_pusense_weight,0_CP032923_Agrobacterium_tumefaciens_weight
13437,0_WKLI01000003_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13438,0_WKLJ01000001_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13439,0_WKLK01000001_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13440,0_WKLL01000002_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13441,0_WKLM01000008_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13442,0_WKLN01000003_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13443,0_WKLO01000006_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13444,0_WKLP01000015_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13445,0_WKLQ01000006_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13446,0_WKLR01000003_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13447,0_WKLS01000004_Parabacteroides_goldsteinii_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13448,0_WKNE01000219_Parabacteroides_distasonis_fragment_weight,0_WKNE01000219_Parabacteroides_distasonis_fragment_weight
13449,0_WMBB01000035_Nocardia_sp._CT2-14_fragment_weight,0_WMBB01000035_Nocardia_sp._CT2-14_fragment_weight
13450,0_WNDD01000004_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13451,0_WNDF01000004_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13452,0_WNDH01000005_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13453,0_WNDI01000004_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13454,0_WNDJ01000002_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13455,0_WNDK01000012_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13456,0_WNDK01000166_Parabacteroides_merdae_fragment_weight,0_WNDK01000166_Parabacteroides_merdae_fragment_weight
13457,0_WNDM01000005_Parabacteroides_merdae_weight,0_CZAG01000003_Parabacteroides_merdae_weight
13458,0_weird_KX259461,0_weird_KX259461
13459,0_weird_KX259461_-weight,0_weird_KX259461_-weight
13460,0_weird_KX513865,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13461,0_weird_KX513865_-weight,0_weird_KX513865_-weight
13462,0_weird_LSPZ01000292,0_weird_LSPZ01000292
13463,0_weird_LSPZ01000292_-weight,0_weird_LSPZ01000292_-weight
13464,0_weird_MG945149,0_weird_MG945149
13465,0_weird_MG945149_-weight,0_weird_MG945149_-weight
13466,0_weird_MG945155,0_weird_MG945155
13467,0_weird_MG945155_-weight,0_weird_MG945155_-weight
13468,0_weird_MG945159,0_weird_MG945159
13469,0_weird_MG945159_-weight,0_weird_MG945159_-weight
13470,0_weird_MG945226,0_weird_MG945226
13471,0_weird_MG945226_-weight,0_weird_MG945226_-weight
13472,0_weird_MG945232,0_weird_MG945232
13473,0_weird_MG945232_-weight,0_weird_MG945232_-weight
13474,0_weird_MG945353,0_weird_MG945149
13475,0_weird_MG945353_-weight,0_weird_MG945353_-weight
13476,0_weird_MG945383,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13477,0_weird_MG945383_-weight,0_weird_MG945383_-weight
13478,0_weird_MG945580,0_weird_MG945580
13479,0_weird_MG945580_-weight,0_weird_MG945580
13480,0_weird_MG945783,0_weird_MG945232
13481,0_weird_MG945783_-weight,0_weird_MG945783_-weight
13482,0_weird_MG945809,0_weird_MG945809
13483,0_weird_MG945809_-weight,0_weird_MG945809_-weight
13484,0_weird_MG945816,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13485,0_weird_MG945816_-weight,0_weird_MG945816_-weight
13486,0_weird_MG945819,0_weird_MG945819
13487,0_weird_MG945819_-weight,0_weird_MG945819_-weight
13488,0_weird_MG945862,0_weird_MG945862
13489,0_weird_MG945862_-weight,0_weird_MG945862_-weight
13490,0_weird_MG945874,0_weird_MG945874
13491,0_weird_MG945874_-weight,0_weird_MG945874
13492,0_weird_MG945880,0_weird_MG945880
13493,0_weird_MG945880_-weight,0_weird_MG945880_-weight
13494,0_weird_MH552553,0_weird_MH552553
13495,0_weird_MH552553_-weight,0_weird_MH552553_-weight
13496,0_weird_MH552557,0_weird_MH552557
13497,0_weird_MH552557_-weight,0_weird_MH552557_-weight
13498,0_weird_MH552571,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13499,0_weird_MH552571_-weight,0_weird_MH552571_-weight
13500,0_weird_MH572278,0_weird_MH572278
13501,0_weird_MH572278_-weight,0_weird_MH572278_-weight
13502,0_weird_MH572317,0_DRRF01000562_Methylophaga_sp._fragment_weight
13503,0_weird_MH572317_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13504,0_weird_MH572327,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13505,0_weird_MH572327_-weight,0_weird_MH572327_-weight
13506,0_weird_MH572403,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13507,0_weird_MH572403_-weight,0_weird_MH572403_-weight
13508,0_weird_MH572474,0_weird_MH572474
13509,0_weird_MH572474_-weight,0_weird_MH572474_-weight
13510,0_weird_MH593837,0_DRRF01000562_Methylophaga_sp._fragment_weight
13511,0_weird_MH593837_-weight,0_weird_MH593837_-weight
13512,0_weird_MH616786,0_weird_MH616786
13513,0_weird_MH616786_-weight,0_weird_MH616786_-weight
13514,0_weird_MH616982,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13515,0_weird_MH616982_-weight,0_weird_MH616982_-weight
13516,0_weird_MH616997,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13517,0_weird_MH616997_-weight,0_weird_MH616997_-weight
13518,0_weird_MH617044,0_DRRF01000562_Methylophaga_sp._fragment_weight
13519,0_weird_MH617044_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13520,0_weird_MH617063,0_CGM_MH572490
13521,0_weird_MH617063_-weight,0_AYPZ01000002_Rhodobacter_capsulatus_YW2_weight
13522,0_weird_MH617099,0_weird_MH617099
13523,0_weird_MH617099_-weight,0_weird_MH617099_-weight
13524,0_weird_MH617129,0_weird_MH617129
13525,0_weird_MH617129_-weight,0_weird_MH617129_-weight
13526,0_weird_MH617225,0_weird_MH617225
13527,0_weird_MH617225_-weight,0_NZ_CAVK010000074_weight
13528,0_weird_MH617305,0_DRRF01000562_Methylophaga_sp._fragment_weight
13529,0_weird_MH617305_-weight,0_weird_MH617305_-weight
13530,0_weird_MH617325,0_Alpavirinae_MH572525
13531,0_weird_MH617325_-weight,0_weird_MH617325_-weight
13532,0_weird_MH617381,0_CGM_MH572490
13533,0_weird_MH617381_-weight,0_weird_MH617381_-weight
13534,0_weird_MH617443,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13535,0_weird_MH617443_-weight,0_weird_MH617443_-weight
13536,0_weird_MH617550,0_weird_MH617550
13537,0_weird_MH617550_-weight,0_weird_MH617550_-weight
13538,0_weird_MH622933,0_DRRF01000562_Methylophaga_sp._fragment_weight
13539,0_weird_MH622933_-weight,0_weird_MH622933_-weight
13540,0_weird_MK249128,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13541,0_weird_MK249128_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13542,0_weird_MK249154,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13543,0_weird_MK249154_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13544,0_weird_MK249195,0_weird_MK249195
13545,0_weird_MK249195_-weight,0_weird_MK249195_-weight
13546,0_weird_MK249204,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13547,0_weird_MK249204_-weight,0_weird_MK249204_-weight
13548,0_weird_MK249213,0_weird_MK249213
13549,0_weird_MK249213_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13550,0_weird_MK249230,0_DRRF01000562_Methylophaga_sp._fragment_weight
13551,0_weird_MK249230_-weight,0_weird_MK249230_-weight
13552,0_weird_MK496725,0_weird_MK496725
13553,0_weird_MK496725_-weight,0_weird_MK496725
13554,0_weird_MK496733,0_weird_MK496733
13555,0_weird_MK496733_-weight,0_weird_MK496733_-weight
13556,0_weird_MK496747,0_weird_MK496747
13557,0_weird_MK496747_-weight,0_weird_MK496747_-weight
13558,0_weird_MK496760,0_weird_MK496760
13559,0_weird_MK496760_-weight,0_weird_MK496760_-weight
13560,0_weird_MK496764,0_weird_MK496764
13561,0_weird_MK496764_-weight,0_weird_MK496764_-weight
13562,0_weird_MK496768,0_weird_MK496768
13563,0_weird_MK496768_-weight,0_weird_MK496768_-weight
13564,0_weird_MK496809,0_weird_MK496809
13565,0_weird_MK496809_-weight,0_weird_MK496809_-weight
13566,0_weird_MK765605,0_Amyovirinae_JX904102_1
13567,0_weird_MK765605_-weight,0_weird_MK765605_-weight
13568,0_weird_MK765641,0_Amyovirinae_JX904102_1
13569,0_weird_MK765641_-weight,0_weird_MK765605_-weight
13570,59_Coral_002,59_Coral_002
13571,59_Coral_002_-weight,59_Coral_002_-weight
13572,68_Microbialite_003,68_Microbialite_003
13573,AAAFAM010000008_weight,AAAFAM010000008_weight
13574,AAAGTB010000001_weight,AAAFAM010000008_weight
13575,AAETAR010000001_weight,AAAFAM010000008_weight
13576,AAEUOU010000067.1_weight,AAAFAM010000008_weight
13577,AAFBBW010000011_weight,AAAFAM010000008_weight
13578,AAFPLC010000005_weight,AAAFAM010000008_weight
13579,AAFVOA010000001_weight,AAAFAM010000008_weight
13580,AAFYJV010000001.1_weight,AAAFAM010000008_weight
13581,AAGBTL010000005.1_weight,AAAFAM010000008_weight
13582,AAHKJJ010000001_weight,AAAFAM010000008_weight
13583,AAHLRW010000001_weight,AAAFAM010000008_weight
13584,AAHXJY010000004.1_weight,AAAFAM010000008_weight
13585,AAIFJK010000002_weight,AAAFAM010000008_weight
13586,AAIOEH010000009_weight,AAAFAM010000008_weight
13587,AAJZXH010000003.1_weight,AAAFAM010000008_weight
13588,AAKOPE010000012.1_weight,AAAFAM010000008_weight
13589,AANUQU010000002.1_weight,AAAFAM010000008_weight
13590,AANYGM010000001.1_weight,AAAFAM010000008_weight
13591,AANZXJ010000003.1_weight,AAAFAM010000008_weight
13592,AAOBBI010000001.1_weight,AAAFAM010000008_weight
13593,AAOGTI010000027.1_weight,AAAFAM010000008_weight
13594,AAONAL010000001.1_weight,AAAFAM010000008_weight
13595,AAONAO010000001.1_weight,AAAFAM010000008_weight
13596,AAONEQ010000009.1_weight,AAAFAM010000008_weight
13597,AAPACP010000130.1_weight,AAAFAM010000008_weight
13598,AAPKYL010000007.1_weight,AAAFAM010000008_weight
13599,AARDKW010000020.1_weight,AARDKW010000020.1_weight
13600,AARMNT010000001.1_weight,AARDKW010000020.1_weight
13601,AARMZC010000023.1_weight,AARDKW010000020.1_weight
13602,AARNAS010000020.1_weight,AARDKW010000020.1_weight
13603,AAROMB010000024.1_weight,AARDKW010000020.1_weight
13604,AARQFF010000056.1_weight,AARDKW010000020.1_weight
13605,AE002163,AE002163
13606,AE002163_-weight,AE002163_-weight
13607,AF454431,0_Bullavirinae_NC_001420
13608,AF454431_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
13609,AJ270057,AE002163
13610,AJ270057_-weight,AE002163_-weight
13611,AJ550635,AE002163
13612,AJ550635_-weight,AE002163
13613,AY751298,0_Bullavirinae_NC_001420
13614,AY751298_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
13615,AY769964,AE002163
13616,AY769964_-weight,AY769964_-weight
13617,BGCE01000011_weight,AARDKW010000020.1_weight
13618,BIBJ01000001_Escherichia_coli_06-A102-A_weight,AARDKW010000020.1_weight
13619,BICB01000013_Escherichia_coli_18-B32-A_weight,AARDKW010000020.1_weight
13620,BICN01000004_Escherichia_coli_30-D80-A_DNA_weight,AARDKW010000020.1_weight
13621,BICR01000011_Escherichia_coli_34-F30-A_weight,AARDKW010000020.1_weight
13622,BIDL01000006_Escherichia_coli_55-J122-A_weight,AARDKW010000020.1_weight
13623,BIEM01000005_Escherichia_coli_82-F63-A_weight,AARDKW010000020.1_weight
13624,BIFA01000208_Escherichia_coli_96-J77-A_weight,AARDKW010000020.1_weight
13625,Bacteroides_Reyes_2015_F268_T2_NODE_16_length_17518_cov_30.686792_weight,Bacteroides_Reyes_2015_F268_T2_NODE_16_length_17518_cov_30.686792_weight
13626,Bacteroides_Reyes_2015_F301_T1_NODE_7_length_37111_cov_136.516331_weight,0_SNQI01000009_Gramella_jeungdoensis_weight
13627,Bacteroides_Reyes_2015_F301_T2_NODE_11_length_10741_cov_136.912191_weight,0_SNQI01000012_Gramella_jeungdoensis_weight
13628,Bacteroides_caccae_Rampelli_Norman_11_NODE_1530_length_14110_cov_8.377446_weight,0_CP041230_Bacteroides_xylanisolvens_weight
13629,Bacteroides_stercoris_Rampelli_Norman_21_NODE_2397_length_8116_cov_3.297978_weight,0_Alex_ape_weight
13630,Bourget_052,Bourget_052
13631,Bourget_052_-weight,Bourget_052_-weight
13632,Bourget_154,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13633,Bourget_154_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13634,Bourget_164,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13635,Bourget_164_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13636,Bourget_224,Bourget_224
13637,Bourget_224_-weight,Bourget_224_-weight
13638,Bourget_245,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13639,Bourget_245_-weight,Bourget_245_-weight
13640,Bourget_248,0_RFQL01000129_Burkholderiaceae_bacterium_weight
13641,Bourget_248_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13642,Bourget_259,Bourget_259
13643,Bourget_259_-weight,Bourget_259_-weight
13644,Bourget_309,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13645,Bourget_309_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13646,Bourget_332,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13647,Bourget_332_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13648,Bourget_504,0_RGEG01000159_Flavobacteriia_bacterium_weight
13649,Bourget_504_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13650,Bourget_523,0_Aravirinae_KM589504
13651,Bourget_523_-weight,Bourget_523_-weight
13652,Bourget_915,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13653,Bourget_915_-weight,0_DRRF01000562_Methylophaga_sp._fragment_weight
13654,CAACXM010000239_weight,AARDKW010000020.1_weight
13655,CF7ML_001,0_AWGW01000011_Prevotella_salivae_F0493_weight
13656,CF7ML_001_-weight,0_AWGW01000011_Prevotella_salivae_F0493_weight
13657,Chehoud_patient_2_NODE_105_length_5453_cov_7.817155_weight,Chehoud_patient_2_NODE_105_length_5453_cov_7.817155_weight
13658,Chehoud_patient_2_NODE_119_length_4758_cov_9.678503_weight,Chehoud_patient_2_NODE_119_length_4758_cov_9.678503_weight
13659,Chehoud_patient_2_NODE_90_length_6149_cov_974.406465_weight,Chehoud_patient_2_NODE_90_length_6149_cov_974.406465_weight
13660,Chehoud_patient_2_NODE_97_length_5855_cov_41.010690_weight,0_QAKY01000019_Lactobacillus_fermentum_weight
13661,DAAGNP010000001.1_weight,AAAFAM010000008_weight
13662,Danish_gut_assembly_MAG,AARDKW010000020.1_weight
13663,EC6098,0_SNQI01000014_Gramella_jeungdoensis_fragment_weight
13664,EC6098_-weight,AARDKW010000020.1_weight
13665,ERR688616_bin14_Gokushovirus_MAG,AARDKW010000020.1_weight
13666,First_Norman_104_NODE_13_length_12757_cov_153.979688_weight,0_QTJV01000041_Chitinophaga_sp._K20C18050901_weight
13667,First_Zuo_C8_NODE_88_length_18322_cov_12.255816_weight,0_QTLY01000002_Bacteroides_sp._AF29-11_weight
13668,First_Zuo_N6_NODE_237_length_12664_cov_18.164486_weight,First_Zuo_N6_NODE_237_length_12664_cov_18.164486_weight
13669,First_Zuo_N7_NODE_291_length_12242_cov_331.095183_weight,0_SNQI01000009_Gramella_jeungdoensis_weight
13670,First_Zuo_S1_NODE_610_length_11893_cov_20.553303_weight,0_weird_MH617129
13671,GQ149088,0_Bullavirinae_NC_001420
13672,GQ149088_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
13673,GQ153923,0_Bullavirinae_NC_001420
13674,GQ153923_-weight,0_AYPZ01000005_Rhodobacter_capsulatus_YW2_weight
13675,HQ157198,HQ157198
13676,HQ157198_-weight,HQ157198_-weight
13677,HQ157199,HQ157199
13678,HQ157199_-weight,HQ157199_-weight
13679,HQ264138,HQ264138
13680,HQ264138_-weight,HQ264138_-weight
13681,Human_feces_A_013_weight,Chehoud_patient_2_NODE_105_length_5453_cov_7.817155_weight
13682,Human_feces_A_016_weight,0_weird_MH617129
13683,Human_feces_A_019_weight,Human_feces_A_019_weight
13684,Human_feces_A_020_weight,0_weird_MG945383_-weight
13685,Human_feces_A_021_weight,Human_feces_A_021_weight
13686,Human_feces_A_029_weight,Human_feces_A_029_weight
13687,Human_feces_A_032_weight,Human_feces_A_032_weight
13688,Human_feces_A_033_weight,Human_feces_A_033_weight
13689,Human_feces_A_034_weight,Human_feces_A_034_weight
13690,Human_feces_A_047_weight,0_weird_MH617129
13691,Human_feces_A_048_weight,0_weird_MH617129
13692,Human_feces_B_007_weight,Human_feces_B_007_weight
13693,Human_feces_B_020_weight,0_weird_MH617129
13694,Human_feces_B_021_weight,0_weird_MH617129
